body_type,sex,diet,transport_mode,vehicle_type,vehicle_monthly_km,daily_screen_hours,daily_internet_hours,heating_source,energy_efficient,air_travel_frequency,monthly_grocery_bill,waste_bags_per_week,carbon_emission_kg,screen_category
underweight,female,vegetarian,walk/bicycle,None,44,23,6,natural gas,Yes,very frequently,194,4,2110,High Screen Time (>6h)
overweight,female,vegetarian,walk/bicycle,None,68,2,13,electricity,No,rarely,275,2,1221,Low Screen Time (≤6h)
obese,female,vegetarian,walk/bicycle,None,62,8,23,coal,No,rarely,277,7,1548,High Screen Time (>6h)
obese,female,omnivore,walk/bicycle,None,14,9,18,electricity,Sometimes,frequently,276,2,2390,High Screen Time (>6h)
underweight,female,pescatarian,walk/bicycle,None,18,11,2,electricity,No,rarely,98,4,1010,High Screen Time (>6h)
normal,male,pescatarian,walk/bicycle,None,93,14,23,coal,Yes,never,265,5,1558,High Screen Time (>6h)
overweight,male,pescatarian,private,petrol,5067,12,15,coal,Yes,never,164,1,2983,High Screen Time (>6h)
underweight,male,vegan,public,None,1034,17,16,coal,Sometimes,rarely,118,5,2007,High Screen Time (>6h)
underweight,male,pescatarian,walk/bicycle,None,35,22,20,natural gas,No,rarely,104,7,1212,High Screen Time (>6h)
underweight,male,pescatarian,private,diesel,6972,12,23,natural gas,Yes,never,247,1,2632,High Screen Time (>6h)
overweight,female,pescatarian,walk/bicycle,None,84,18,16,coal,Yes,very frequently,275,5,2927,High Screen Time (>6h)
obese,female,vegan,private,diesel,9351,11,11,wood,No,frequently,274,3,3844,High Screen Time (>6h)
normal,male,vegan,public,None,271,2,13,natural gas,No,frequently,145,7,1744,Low Screen Time (≤6h)
obese,male,vegan,walk/bicycle,None,6,12,23,coal,Yes,rarely,295,5,3079,High Screen Time (>6h)
underweight,female,omnivore,public,None,62,17,2,electricity,Sometimes,very frequently,260,2,1983,High Screen Time (>6h)
underweight,female,vegetarian,walk/bicycle,None,24,2,14,natural gas,Sometimes,never,287,3,1087,Low Screen Time (≤6h)
normal,female,omnivore,private,lpg,9811,16,11,natural gas,Yes,frequently,61,3,3898,High Screen Time (>6h)
normal,female,pescatarian,walk/bicycle,None,76,24,21,coal,Sometimes,rarely,195,7,2225,High Screen Time (>6h)
obese,female,omnivore,public,None,1154,7,18,wood,Yes,never,67,6,880,High Screen Time (>6h)
underweight,male,pescatarian,public,None,1645,20,22,natural gas,Sometimes,frequently,122,4,2199,High Screen Time (>6h)
normal,male,vegan,walk/bicycle,None,73,11,5,electricity,No,never,121,6,1501,High Screen Time (>6h)
overweight,male,omnivore,walk/bicycle,None,21,24,8,electricity,No,never,294,5,2104,High Screen Time (>6h)
normal,male,vegan,public,None,179,0,10,electricity,Sometimes,very frequently,243,5,2441,Low Screen Time (≤6h)
underweight,male,pescatarian,private,hybrid,5618,3,18,coal,Yes,never,284,6,1758,Low Screen Time (≤6h)
overweight,female,omnivore,private,petrol,5872,21,7,coal,Sometimes,rarely,198,3,3627,High Screen Time (>6h)
overweight,male,vegetarian,public,None,964,22,10,natural gas,Sometimes,very frequently,208,5,3640,High Screen Time (>6h)
obese,female,pescatarian,private,electric,1921,5,5,natural gas,Sometimes,frequently,299,2,1892,Low Screen Time (≤6h)
normal,female,omnivore,public,None,1642,15,3,electricity,Sometimes,rarely,68,3,1443,High Screen Time (>6h)
underweight,male,vegetarian,walk/bicycle,None,67,17,18,natural gas,Sometimes,frequently,78,5,1951,High Screen Time (>6h)
normal,male,vegetarian,public,None,1828,14,0,natural gas,No,frequently,242,7,2031,High Screen Time (>6h)
obese,female,vegan,walk/bicycle,None,17,7,4,natural gas,Yes,rarely,262,3,1950,High Screen Time (>6h)
overweight,male,vegetarian,walk/bicycle,None,64,9,8,electricity,No,never,173,2,824,High Screen Time (>6h)
underweight,male,vegan,walk/bicycle,None,45,22,3,electricity,Yes,very frequently,286,2,1947,High Screen Time (>6h)
normal,male,pescatarian,walk/bicycle,None,26,24,0,wood,Yes,very frequently,94,4,2401,High Screen Time (>6h)
underweight,female,vegan,private,lpg,4730,23,22,electricity,Yes,frequently,158,4,2210,High Screen Time (>6h)
normal,male,vegetarian,public,None,516,7,1,electricity,Sometimes,never,114,6,806,High Screen Time (>6h)
obese,male,omnivore,private,electric,9149,4,20,electricity,Sometimes,frequently,153,5,2260,Low Screen Time (≤6h)
obese,female,vegan,walk/bicycle,None,71,21,1,coal,Yes,very frequently,241,3,2265,High Screen Time (>6h)
underweight,male,vegetarian,walk/bicycle,None,38,21,2,coal,Sometimes,very frequently,223,3,2786,High Screen Time (>6h)
underweight,female,pescatarian,private,petrol,3962,16,23,wood,Sometimes,rarely,259,6,2799,High Screen Time (>6h)
underweight,female,vegan,private,petrol,2622,15,11,natural gas,No,rarely,181,4,1782,High Screen Time (>6h)
normal,male,pescatarian,public,None,656,7,14,natural gas,Yes,very frequently,294,1,2696,High Screen Time (>6h)
obese,male,vegan,walk/bicycle,None,67,6,1,natural gas,No,rarely,142,1,1702,Low Screen Time (≤6h)
normal,male,pescatarian,public,None,383,0,15,electricity,Yes,never,202,4,1160,Low Screen Time (≤6h)
obese,female,vegetarian,public,None,1133,8,23,natural gas,Sometimes,rarely,74,1,1201,High Screen Time (>6h)
underweight,male,pescatarian,walk/bicycle,None,69,2,7,wood,No,rarely,296,1,1490,Low Screen Time (≤6h)
normal,female,pescatarian,walk/bicycle,None,48,19,18,natural gas,No,very frequently,293,3,2359,High Screen Time (>6h)
underweight,male,omnivore,walk/bicycle,None,32,15,17,wood,Yes,rarely,293,1,1337,High Screen Time (>6h)
normal,female,vegetarian,walk/bicycle,None,45,6,9,electricity,Sometimes,never,255,2,1116,Low Screen Time (≤6h)
overweight,female,vegan,walk/bicycle,None,88,24,20,wood,Yes,rarely,54,3,867,High Screen Time (>6h)
underweight,male,omnivore,walk/bicycle,None,94,20,4,wood,Yes,never,153,7,1970,High Screen Time (>6h)
normal,female,vegetarian,public,None,1102,18,12,wood,Sometimes,rarely,80,5,1092,High Screen Time (>6h)
normal,female,pescatarian,public,None,412,24,2,electricity,No,never,83,6,1151,High Screen Time (>6h)
underweight,male,vegetarian,public,None,1229,23,1,electricity,Yes,frequently,289,7,1461,High Screen Time (>6h)
overweight,female,vegan,private,electric,6933,6,22,coal,Sometimes,frequently,122,7,2790,Low Screen Time (≤6h)
overweight,female,pescatarian,walk/bicycle,None,17,17,18,natural gas,Yes,very frequently,84,1,2314,High Screen Time (>6h)
normal,male,omnivore,public,None,335,14,1,natural gas,Yes,very frequently,176,6,2892,High Screen Time (>6h)
overweight,female,pescatarian,public,None,995,14,11,wood,Yes,frequently,268,5,2220,High Screen Time (>6h)
overweight,female,omnivore,public,None,626,12,20,wood,No,very frequently,248,2,2380,High Screen Time (>6h)
underweight,female,pescatarian,walk/bicycle,None,50,20,24,natural gas,No,very frequently,162,1,1815,High Screen Time (>6h)
obese,male,pescatarian,walk/bicycle,None,11,15,10,electricity,No,never,199,1,1504,High Screen Time (>6h)
underweight,male,pescatarian,walk/bicycle,None,53,13,4,coal,Yes,never,124,6,1419,High Screen Time (>6h)
obese,female,vegan,public,None,1527,19,10,natural gas,No,never,87,2,1577,High Screen Time (>6h)
underweight,female,pescatarian,walk/bicycle,None,60,12,5,natural gas,Yes,rarely,271,2,1040,High Screen Time (>6h)
overweight,female,omnivore,walk/bicycle,None,46,5,8,electricity,Sometimes,never,143,6,569,Low Screen Time (≤6h)
normal,male,pescatarian,public,None,185,1,13,electricity,Sometimes,never,77,7,1458,Low Screen Time (≤6h)
overweight,male,pescatarian,public,None,24,15,17,natural gas,Yes,very frequently,125,1,2955,High Screen Time (>6h)
overweight,male,vegan,private,hybrid,2314,13,17,natural gas,No,very frequently,82,5,3816,High Screen Time (>6h)
underweight,male,pescatarian,public,None,1582,14,10,electricity,No,very frequently,194,3,2393,High Screen Time (>6h)
obese,male,omnivore,private,lpg,9857,15,2,coal,Sometimes,rarely,276,6,6233,High Screen Time (>6h)
obese,female,pescatarian,private,petrol,2799,7,9,coal,Yes,frequently,228,5,3363,High Screen Time (>6h)
overweight,male,omnivore,public,None,1006,8,17,electricity,Yes,never,211,2,1784,High Screen Time (>6h)
overweight,male,pescatarian,walk/bicycle,None,56,15,11,natural gas,Yes,frequently,227,2,2421,High Screen Time (>6h)
normal,female,vegetarian,walk/bicycle,None,90,22,14,coal,Sometimes,never,122,5,1741,High Screen Time (>6h)
underweight,female,vegetarian,private,petrol,9947,11,16,coal,Sometimes,very frequently,69,3,5557,High Screen Time (>6h)
underweight,female,pescatarian,public,None,1510,9,24,natural gas,No,very frequently,118,3,2354,High Screen Time (>6h)
underweight,female,vegetarian,private,petrol,8270,10,8,coal,Sometimes,rarely,154,4,3751,High Screen Time (>6h)
normal,male,vegetarian,walk/bicycle,None,97,9,13,electricity,Yes,very frequently,271,2,2492,High Screen Time (>6h)
overweight,male,omnivore,public,None,498,10,16,wood,No,frequently,216,1,2500,High Screen Time (>6h)
normal,male,omnivore,walk/bicycle,None,85,1,24,electricity,No,very frequently,226,2,2280,Low Screen Time (≤6h)
normal,male,vegetarian,public,None,466,24,23,natural gas,Yes,rarely,141,2,1091,High Screen Time (>6h)
normal,male,omnivore,public,None,1557,20,5,natural gas,Yes,never,84,1,1488,High Screen Time (>6h)
normal,male,omnivore,walk/bicycle,None,43,6,16,coal,Sometimes,very frequently,288,1,2603,Low Screen Time (≤6h)
underweight,female,pescatarian,private,electric,5589,24,16,electricity,No,very frequently,57,2,2056,High Screen Time (>6h)
underweight,male,omnivore,public,None,98,5,11,electricity,Sometimes,very frequently,59,4,2157,Low Screen Time (≤6h)
normal,female,vegetarian,walk/bicycle,None,82,0,18,electricity,Yes,frequently,207,5,1297,Low Screen Time (≤6h)
normal,female,vegetarian,private,petrol,5562,4,11,wood,Sometimes,very frequently,239,7,3969,Low Screen Time (≤6h)
overweight,female,vegetarian,public,None,891,2,20,wood,No,never,197,7,1495,Low Screen Time (≤6h)
obese,male,omnivore,walk/bicycle,None,40,4,16,electricity,Yes,very frequently,179,7,3543,Low Screen Time (≤6h)
normal,male,omnivore,public,None,1941,19,23,natural gas,Sometimes,very frequently,207,5,2798,High Screen Time (>6h)
underweight,male,omnivore,walk/bicycle,None,10,0,4,natural gas,Yes,never,292,3,1460,Low Screen Time (≤6h)
underweight,male,omnivore,private,electric,3632,22,19,coal,Yes,rarely,210,7,2014,High Screen Time (>6h)
underweight,female,pescatarian,public,None,1488,20,22,electricity,Sometimes,never,204,1,596,High Screen Time (>6h)
underweight,female,pescatarian,walk/bicycle,None,21,21,18,natural gas,Yes,frequently,156,4,1486,High Screen Time (>6h)
obese,female,pescatarian,private,hybrid,2991,10,6,electricity,Sometimes,frequently,133,1,1740,High Screen Time (>6h)
overweight,female,vegan,public,None,304,4,21,electricity,Yes,never,166,2,1078,Low Screen Time (≤6h)
underweight,female,omnivore,walk/bicycle,None,68,3,8,electricity,Yes,frequently,191,3,1252,Low Screen Time (≤6h)
underweight,female,pescatarian,walk/bicycle,None,99,2,3,wood,Sometimes,never,126,1,972,Low Screen Time (≤6h)
normal,female,pescatarian,private,hybrid,8099,13,18,wood,Yes,very frequently,247,1,2924,High Screen Time (>6h)
obese,female,vegetarian,private,lpg,2683,3,4,electricity,No,rarely,218,3,1656,Low Screen Time (≤6h)
overweight,male,vegan,private,hybrid,6802,5,22,natural gas,No,very frequently,104,4,4154,Low Screen Time (≤6h)
underweight,female,omnivore,public,None,1012,24,0,natural gas,Sometimes,never,232,4,1542,High Screen Time (>6h)
underweight,male,vegan,walk/bicycle,None,64,9,11,natural gas,Yes,rarely,219,5,1252,High Screen Time (>6h)
normal,male,vegetarian,public,None,54,21,18,natural gas,Yes,frequently,290,6,2044,High Screen Time (>6h)
obese,female,pescatarian,private,petrol,2336,20,16,coal,Sometimes,never,239,1,2400,High Screen Time (>6h)
normal,female,pescatarian,private,petrol,294,12,18,wood,No,never,65,7,1299,High Screen Time (>6h)
normal,male,pescatarian,public,None,1571,11,13,electricity,Sometimes,rarely,150,7,904,High Screen Time (>6h)
normal,male,pescatarian,public,None,1076,11,15,natural gas,No,frequently,97,5,2175,High Screen Time (>6h)
overweight,male,vegetarian,private,lpg,768,23,9,natural gas,Yes,very frequently,61,4,2961,High Screen Time (>6h)
overweight,female,vegetarian,public,None,1773,5,22,wood,Sometimes,frequently,192,7,2876,Low Screen Time (≤6h)
obese,male,omnivore,walk/bicycle,None,52,1,12,coal,Sometimes,very frequently,90,1,3343,Low Screen Time (≤6h)
overweight,female,vegan,public,None,1346,4,23,coal,Sometimes,rarely,290,1,1192,Low Screen Time (≤6h)
obese,female,vegan,walk/bicycle,None,24,11,12,electricity,No,frequently,242,4,1246,High Screen Time (>6h)
normal,female,vegan,walk/bicycle,None,39,23,17,wood,Yes,very frequently,246,3,2262,High Screen Time (>6h)
underweight,male,vegan,public,None,909,0,12,electricity,Yes,rarely,220,5,1340,Low Screen Time (≤6h)
normal,male,vegan,public,None,1136,18,11,wood,Yes,never,242,6,1143,High Screen Time (>6h)
normal,male,vegan,public,None,1016,8,14,natural gas,No,frequently,76,7,2355,High Screen Time (>6h)
overweight,male,omnivore,private,lpg,2264,5,23,natural gas,No,frequently,232,6,3303,Low Screen Time (≤6h)
normal,male,omnivore,private,electric,4327,20,2,wood,Yes,never,118,2,1193,High Screen Time (>6h)
overweight,male,vegetarian,walk/bicycle,None,1,18,15,wood,Sometimes,very frequently,124,7,3149,High Screen Time (>6h)
overweight,female,vegan,walk/bicycle,None,6,12,24,coal,Yes,never,160,1,1367,High Screen Time (>6h)
obese,female,vegan,walk/bicycle,None,80,17,1,wood,Sometimes,never,199,4,1105,High Screen Time (>6h)
overweight,male,vegan,public,None,38,18,14,natural gas,Yes,frequently,219,5,1734,High Screen Time (>6h)
normal,male,vegan,private,hybrid,2976,0,9,wood,Sometimes,very frequently,102,1,2746,Low Screen Time (≤6h)
obese,female,omnivore,public,None,992,17,4,natural gas,Sometimes,frequently,65,1,1506,High Screen Time (>6h)
overweight,female,pescatarian,private,petrol,1807,1,17,electricity,Yes,frequently,115,4,1985,Low Screen Time (≤6h)
underweight,female,vegetarian,private,diesel,8358,24,13,wood,Sometimes,rarely,258,6,3301,High Screen Time (>6h)
overweight,male,vegetarian,private,electric,2705,6,14,electricity,Yes,frequently,203,2,2080,Low Screen Time (≤6h)
underweight,male,vegan,private,diesel,9156,0,17,electricity,No,very frequently,247,1,4232,Low Screen Time (≤6h)
obese,female,vegan,walk/bicycle,None,33,5,23,coal,Sometimes,rarely,61,2,1639,Low Screen Time (≤6h)
underweight,female,vegan,private,electric,6465,7,20,coal,Sometimes,never,268,7,919,High Screen Time (>6h)
normal,female,pescatarian,walk/bicycle,None,5,24,5,electricity,Yes,never,139,3,554,High Screen Time (>6h)
normal,female,pescatarian,walk/bicycle,None,69,0,11,natural gas,Sometimes,very frequently,164,5,2692,Low Screen Time (≤6h)
underweight,male,vegan,private,diesel,9198,5,23,natural gas,No,never,58,4,3238,Low Screen Time (≤6h)
obese,male,omnivore,walk/bicycle,None,77,13,5,natural gas,No,very frequently,283,7,3847,High Screen Time (>6h)
normal,male,omnivore,private,petrol,7723,23,0,wood,Sometimes,very frequently,128,4,5279,High Screen Time (>6h)
normal,female,omnivore,private,petrol,3227,16,23,natural gas,No,frequently,71,7,3122,High Screen Time (>6h)
obese,female,omnivore,private,lpg,8526,10,16,wood,Sometimes,very frequently,213,6,5516,High Screen Time (>6h)
obese,female,vegan,private,petrol,7363,0,7,electricity,Sometimes,frequently,140,6,4480,Low Screen Time (≤6h)
obese,male,omnivore,public,None,1298,5,9,wood,No,very frequently,255,5,3765,Low Screen Time (≤6h)
overweight,male,vegan,walk/bicycle,None,17,3,9,natural gas,No,rarely,139,3,1454,Low Screen Time (≤6h)
underweight,female,vegetarian,walk/bicycle,None,68,21,17,wood,Sometimes,never,135,1,705,High Screen Time (>6h)
obese,male,vegan,private,diesel,5794,6,16,electricity,Yes,rarely,176,2,2969,Low Screen Time (≤6h)
underweight,female,vegan,walk/bicycle,None,24,1,23,coal,Sometimes,frequently,145,7,1631,Low Screen Time (≤6h)
normal,female,vegan,public,None,692,14,18,electricity,No,rarely,94,7,1263,High Screen Time (>6h)
normal,female,vegetarian,private,petrol,1126,20,21,wood,Yes,very frequently,280,3,2803,High Screen Time (>6h)
overweight,male,vegetarian,walk/bicycle,None,11,5,0,coal,Yes,never,142,7,1382,Low Screen Time (≤6h)
normal,female,pescatarian,public,None,1593,20,21,electricity,Sometimes,rarely,271,7,1522,High Screen Time (>6h)
overweight,female,omnivore,walk/bicycle,None,14,13,3,coal,No,frequently,141,2,1786,High Screen Time (>6h)
obese,female,omnivore,public,None,1523,0,6,wood,Sometimes,rarely,134,6,1644,Low Screen Time (≤6h)
normal,male,omnivore,public,None,341,11,4,electricity,Sometimes,never,215,3,936,High Screen Time (>6h)
underweight,male,vegan,private,petrol,11,22,1,coal,Sometimes,never,69,6,1270,High Screen Time (>6h)
underweight,male,pescatarian,private,petrol,1616,6,14,coal,Yes,frequently,130,2,2143,Low Screen Time (≤6h)
underweight,female,pescatarian,private,diesel,570,16,20,wood,Yes,rarely,207,5,1265,High Screen Time (>6h)
normal,male,pescatarian,walk/bicycle,None,19,5,13,natural gas,Sometimes,rarely,257,5,1401,Low Screen Time (≤6h)
normal,female,pescatarian,walk/bicycle,None,50,15,6,wood,Yes,very frequently,234,5,2025,High Screen Time (>6h)
obese,female,vegan,walk/bicycle,None,93,11,24,wood,Yes,rarely,247,5,2307,High Screen Time (>6h)
obese,female,pescatarian,walk/bicycle,None,60,23,4,wood,No,never,170,5,1820,High Screen Time (>6h)
underweight,male,pescatarian,private,hybrid,3160,9,3,electricity,No,rarely,212,2,1688,High Screen Time (>6h)
normal,male,vegetarian,walk/bicycle,None,78,9,11,wood,Sometimes,very frequently,278,5,2708,High Screen Time (>6h)
underweight,female,omnivore,private,diesel,7321,12,15,wood,Yes,frequently,141,6,2817,High Screen Time (>6h)
normal,female,vegan,public,None,201,23,12,wood,Sometimes,rarely,111,6,1765,High Screen Time (>6h)
normal,female,vegan,private,hybrid,4273,17,2,coal,No,rarely,251,4,2386,High Screen Time (>6h)
